date,sex,age,ethnicity,population
2022-01-01,both,overall,overall,32698.1
2022-01-01,both,overall,bumi_malay,17422.0
2022-01-01,both,overall,bumi_other,3679.8
2022-01-01,both,overall,chinese,6873.7
2022-01-01,both,overall,indian,1999.9
2022-01-01,both,overall,other_citizen,222.8
2022-01-01,both,overall,other_noncitizen,2500.0
2022-01-01,both,0-4,overall,2374.2
2022-01-01,both,0-4,bumi_malay,1478.3
2022-01-01,both,0-4,bumi_other,271.3
2022-01-01,both,0-4,chinese,319.2
2022-01-01,both,0-4,indian,107.2
2022-01-01,both,0-4,other_citizen,20.9
2022-01-01,both,0-4,other_noncitizen,177.2
2022-01-01,both,5-9,overall,2592.8
2022-01-01,both,5-9,bumi_malay,1518.1
2022-01-01,both,5-9,bumi_other,293.7
2022-01-01,both,5-9,chinese,482.7
2022-01-01,both,5-9,indian,141.2
2022-01-01,both,5-9,other_citizen,17.1
2022-01-01,both,5-9,other_noncitizen,140.0
2022-01-01,both,10-14,overall,2613.0
2022-01-01,both,10-14,bumi_malay,1480.0
2022-01-01,both,10-14,bumi_other,335.0
2022-01-01,both,10-14,chinese,548.5
2022-01-01,both,10-14,indian,166.3
2022-01-01,both,10-14,other_citizen,15.9
2022-01-01,both,10-14,other_noncitizen,67.3
2022-01-01,both,15-19,overall,2781.9
2022-01-01,both,15-19,bumi_malay,1564.6
2022-01-01,both,15-19,bumi_other,352.2
2022-01-01,both,15-19,chinese,543.9
2022-01-01,both,15-19,indian,170.7
2022-01-01,both,15-19,other_citizen,17.6
2022-01-01,both,15-19,other_noncitizen,132.8
2022-01-01,both,20-24,overall,2912.8
2022-01-01,both,20-24,bumi_malay,1565.8
2022-01-01,both,20-24,bumi_other,329.6
2022-01-01,both,20-24,chinese,488.7
2022-01-01,both,20-24,indian,158.6
2022-01-01,both,20-24,other_citizen,20.0
2022-01-01,both,20-24,other_noncitizen,350.1
2022-01-01,both,25-29,overall,2835.0
2022-01-01,both,25-29,bumi_malay,1389.9
2022-01-01,both,25-29,bumi_other,332.5
2022-01-01,both,25-29,chinese,479.4
2022-01-01,both,25-29,indian,156.6
2022-01-01,both,25-29,other_citizen,19.8
2022-01-01,both,25-29,other_noncitizen,456.8
2022-01-01,both,30-34,overall,2850.1
2022-01-01,both,30-34,bumi_malay,1446.6
2022-01-01,both,30-34,bumi_other,321.0
2022-01-01,both,30-34,chinese,515.1
2022-01-01,both,30-34,indian,166.9
2022-01-01,both,30-34,other_citizen,22.9
2022-01-01,both,30-34,other_noncitizen,377.6
2022-01-01,both,35-39,overall,2777.0
2022-01-01,both,35-39,bumi_malay,1444.4
2022-01-01,both,35-39,bumi_other,302.0
2022-01-01,both,35-39,chinese,561.0
2022-01-01,both,35-39,indian,172.9
2022-01-01,both,35-39,other_citizen,21.5
2022-01-01,both,35-39,other_noncitizen,275.3
2022-01-01,both,40-44,overall,2359.1
2022-01-01,both,40-44,bumi_malay,1202.1
2022-01-01,both,40-44,bumi_other,243.7
2022-01-01,both,40-44,chinese,553.1
2022-01-01,both,40-44,indian,161.9
2022-01-01,both,40-44,other_citizen,15.7
2022-01-01,both,40-44,other_noncitizen,182.7
2022-01-01,both,45-49,overall,1893.9
2022-01-01,both,45-49,bumi_malay,954.5
2022-01-01,both,45-49,bumi_other,198.5
2022-01-01,both,45-49,chinese,489.7
2022-01-01,both,45-49,indian,131.3
2022-01-01,both,45-49,other_citizen,11.8
2022-01-01,both,45-49,other_noncitizen,108.1
2022-01-01,both,50-54,overall,1638.3
2022-01-01,both,50-54,bumi_malay,825.1
2022-01-01,both,50-54,bumi_other,179.7
2022-01-01,both,50-54,chinese,451.2
2022-01-01,both,50-54,indian,114.2
2022-01-01,both,50-54,other_citizen,9.3
2022-01-01,both,50-54,other_noncitizen,58.7
2022-01-01,both,55-59,overall,1452.0
2022-01-01,both,55-59,bumi_malay,737.7
2022-01-01,both,55-59,bumi_other,154.2
2022-01-01,both,55-59,chinese,411.8
2022-01-01,both,55-59,indian,105.4
2022-01-01,both,55-59,other_citizen,8.0
2022-01-01,both,55-59,other_noncitizen,35.0
2022-01-01,both,60-64,overall,1254.3
2022-01-01,both,60-64,bumi_malay,632.9
2022-01-01,both,60-64,bumi_other,125.8
2022-01-01,both,60-64,chinese,374.4
2022-01-01,both,60-64,indian,92.1
2022-01-01,both,60-64,other_citizen,6.6
2022-01-01,both,60-64,other_noncitizen,22.5
2022-01-01,both,65-69,overall,974.5
2022-01-01,both,65-69,bumi_malay,489.6
2022-01-01,both,65-69,bumi_other,98.2
2022-01-01,both,65-69,chinese,265.1
2022-01-01,both,65-69,indian,66.4
2022-01-01,both,65-69,other_citizen,6.1
2022-01-01,both,65-69,other_noncitizen,49.1
2022-01-01,both,70-74,overall,674.5
2022-01-01,both,70-74,bumi_malay,348.4
2022-01-01,both,70-74,bumi_other,64.4
2022-01-01,both,70-74,chinese,186.0
2022-01-01,both,70-74,indian,45.2
2022-01-01,both,70-74,other_citizen,4.6
2022-01-01,both,70-74,other_noncitizen,25.9
2022-01-01,both,75-79,overall,377.1
2022-01-01,both,75-79,bumi_malay,186.7
2022-01-01,both,75-79,bumi_other,38.7
2022-01-01,both,75-79,chinese,111.5
2022-01-01,both,75-79,indian,23.3
2022-01-01,both,75-79,other_citizen,2.7
2022-01-01,both,75-79,other_noncitizen,14.2
2022-01-01,both,80-84,overall,203.1
2022-01-01,both,80-84,bumi_malay,94.1
2022-01-01,both,80-84,bumi_other,22.2
2022-01-01,both,80-84,chinese,62.7
2022-01-01,both,80-84,indian,11.5
2022-01-01,both,80-84,other_citizen,1.3
2022-01-01,both,80-84,other_noncitizen,11.2
2022-01-01,both,85+,overall,134.5
2022-01-01,both,85+,bumi_malay,63.1
2022-01-01,both,85+,bumi_other,17.1
2022-01-01,both,85+,chinese,29.8
2022-01-01,both,85+,indian,8.2
2022-01-01,both,85+,other_citizen,1.1
2022-01-01,both,85+,other_noncitizen,15.3
2022-01-01,female,overall,overall,15658.3
2022-01-01,female,overall,bumi_malay,8602.4
2022-01-01,female,overall,bumi_other,1822.0
2022-01-01,female,overall,chinese,3372.6
2022-01-01,female,overall,indian,994.8
2022-01-01,female,overall,other_citizen,102.6
2022-01-01,female,overall,other_noncitizen,763.9
2022-01-01,female,0-4,overall,1159.3
2022-01-01,female,0-4,bumi_malay,722.9
2022-01-01,female,0-4,bumi_other,131.1
2022-01-01,female,0-4,chinese,157.7
2022-01-01,female,0-4,indian,53.7
2022-01-01,female,0-4,other_citizen,10.1
2022-01-01,female,0-4,other_noncitizen,84.0
2022-01-01,female,5-9,overall,1256.6
2022-01-01,female,5-9,bumi_malay,737.0
2022-01-01,female,5-9,bumi_other,141.5
2022-01-01,female,5-9,chinese,235.0
2022-01-01,female,5-9,indian,68.7
2022-01-01,female,5-9,other_citizen,8.3
2022-01-01,female,5-9,other_noncitizen,66.1
2022-01-01,female,10-14,overall,1258.3
2022-01-01,female,10-14,bumi_malay,713.4
2022-01-01,female,10-14,bumi_other,164.1
2022-01-01,female,10-14,chinese,261.2
2022-01-01,female,10-14,indian,80.3
2022-01-01,female,10-14,other_citizen,7.5
2022-01-01,female,10-14,other_noncitizen,31.9
2022-01-01,female,15-19,overall,1322.3
2022-01-01,female,15-19,bumi_malay,749.5
2022-01-01,female,15-19,bumi_other,171.5
2022-01-01,female,15-19,chinese,259.9
2022-01-01,female,15-19,indian,82.3
2022-01-01,female,15-19,other_citizen,7.7
2022-01-01,female,15-19,other_noncitizen,51.6
2022-01-01,female,20-24,overall,1347.2
2022-01-01,female,20-24,bumi_malay,761.6
2022-01-01,female,20-24,bumi_other,163.4
2022-01-01,female,20-24,chinese,236.2
2022-01-01,female,20-24,indian,76.5
2022-01-01,female,20-24,other_citizen,8.8
2022-01-01,female,20-24,other_noncitizen,100.7
2022-01-01,female,25-29,overall,1281.1
2022-01-01,female,25-29,bumi_malay,683.3
2022-01-01,female,25-29,bumi_other,167.5
2022-01-01,female,25-29,chinese,234.1
2022-01-01,female,25-29,indian,76.9
2022-01-01,female,25-29,other_citizen,8.7
2022-01-01,female,25-29,other_noncitizen,110.5
2022-01-01,female,30-34,overall,1321.3
2022-01-01,female,30-34,bumi_malay,724.2
2022-01-01,female,30-34,bumi_other,162.9
2022-01-01,female,30-34,chinese,257.6
2022-01-01,female,30-34,indian,83.5
2022-01-01,female,30-34,other_citizen,9.7
2022-01-01,female,30-34,other_noncitizen,83.4
2022-01-01,female,35-39,overall,1312.9
2022-01-01,female,35-39,bumi_malay,720.7
2022-01-01,female,35-39,bumi_other,151.0
2022-01-01,female,35-39,chinese,281.4
2022-01-01,female,35-39,indian,84.8
2022-01-01,female,35-39,other_citizen,9.2
2022-01-01,female,35-39,other_noncitizen,65.8
2022-01-01,female,40-44,overall,1102.5
2022-01-01,female,40-44,bumi_malay,581.9
2022-01-01,female,40-44,bumi_other,121.2
2022-01-01,female,40-44,chinese,266.6
2022-01-01,female,40-44,indian,77.4
2022-01-01,female,40-44,other_citizen,7.5
2022-01-01,female,40-44,other_noncitizen,47.9
2022-01-01,female,45-49,overall,922.0
2022-01-01,female,45-49,bumi_malay,478.3
2022-01-01,female,45-49,bumi_other,100.6
2022-01-01,female,45-49,chinese,240.4
2022-01-01,female,45-49,indian,66.5
2022-01-01,female,45-49,other_citizen,5.7
2022-01-01,female,45-49,other_noncitizen,30.6
2022-01-01,female,50-54,overall,808.0
2022-01-01,female,50-54,bumi_malay,414.4
2022-01-01,female,50-54,bumi_other,90.2
2022-01-01,female,50-54,chinese,221.7
2022-01-01,female,50-54,indian,58.4
2022-01-01,female,50-54,other_citizen,4.7
2022-01-01,female,50-54,other_noncitizen,18.7
2022-01-01,female,55-59,overall,722.8
2022-01-01,female,55-59,bumi_malay,374.1
2022-01-01,female,55-59,bumi_other,76.8
2022-01-01,female,55-59,chinese,202.3
2022-01-01,female,55-59,indian,53.9
2022-01-01,female,55-59,other_citizen,3.9
2022-01-01,female,55-59,other_noncitizen,11.8
2022-01-01,female,60-64,overall,624.6
2022-01-01,female,60-64,bumi_malay,320.8
2022-01-01,female,60-64,bumi_other,62.3
2022-01-01,female,60-64,chinese,182.3
2022-01-01,female,60-64,indian,48.4
2022-01-01,female,60-64,other_citizen,3.1
2022-01-01,female,60-64,other_noncitizen,7.5
2022-01-01,female,65-69,overall,494.1
2022-01-01,female,65-69,bumi_malay,252.1
2022-01-01,female,65-69,bumi_other,46.5
2022-01-01,female,65-69,chinese,133.5
2022-01-01,female,65-69,indian,35.6
2022-01-01,female,65-69,other_citizen,2.9
2022-01-01,female,65-69,other_noncitizen,23.5
2022-01-01,female,70-74,overall,347.0
2022-01-01,female,70-74,bumi_malay,180.6
2022-01-01,female,70-74,bumi_other,32.0
2022-01-01,female,70-74,chinese,95.8
2022-01-01,female,70-74,indian,24.7
2022-01-01,female,70-74,other_citizen,2.4
2022-01-01,female,70-74,other_noncitizen,11.6
2022-01-01,female,75-79,overall,200.8
2022-01-01,female,75-79,bumi_malay,101.6
2022-01-01,female,75-79,bumi_other,19.9
2022-01-01,female,75-79,chinese,58.5
2022-01-01,female,75-79,indian,12.9
2022-01-01,female,75-79,other_citizen,1.5
2022-01-01,female,75-79,other_noncitizen,6.4
2022-01-01,female,80-84,overall,110.2
2022-01-01,female,80-84,bumi_malay,53.1
2022-01-01,female,80-84,bumi_other,11.3
2022-01-01,female,80-84,chinese,33.8
2022-01-01,female,80-84,indian,6.1
2022-01-01,female,80-84,other_citizen,0.7
2022-01-01,female,80-84,other_noncitizen,5.2
2022-01-01,female,85+,overall,67.3
2022-01-01,female,85+,bumi_malay,32.8
2022-01-01,female,85+,bumi_other,8.3
2022-01-01,female,85+,chinese,14.6
2022-01-01,female,85+,indian,4.3
2022-01-01,female,85+,other_citizen,0.5
2022-01-01,female,85+,other_noncitizen,6.8
2022-01-01,male,overall,overall,17039.8
2022-01-01,male,overall,bumi_malay,8819.5
2022-01-01,male,overall,bumi_other,1857.8
2022-01-01,male,overall,chinese,3501.1
2022-01-01,male,overall,indian,1005.1
2022-01-01,male,overall,other_citizen,120.2
2022-01-01,male,overall,other_noncitizen,1736.1
2022-01-01,male,0-4,overall,1214.8
2022-01-01,male,0-4,bumi_malay,755.4
2022-01-01,male,0-4,bumi_other,140.2
2022-01-01,male,0-4,chinese,161.5
2022-01-01,male,0-4,indian,53.6
2022-01-01,male,0-4,other_citizen,10.9
2022-01-01,male,0-4,other_noncitizen,93.3
2022-01-01,male,5-9,overall,1336.3
2022-01-01,male,5-9,bumi_malay,781.0
2022-01-01,male,5-9,bumi_other,152.2
2022-01-01,male,5-9,chinese,247.7
2022-01-01,male,5-9,indian,72.6
2022-01-01,male,5-9,other_citizen,8.8
2022-01-01,male,5-9,other_noncitizen,73.9
2022-01-01,male,10-14,overall,1354.7
2022-01-01,male,10-14,bumi_malay,766.6
2022-01-01,male,10-14,bumi_other,171.0
2022-01-01,male,10-14,chinese,287.3
2022-01-01,male,10-14,indian,86.0
2022-01-01,male,10-14,other_citizen,8.4
2022-01-01,male,10-14,other_noncitizen,35.4
2022-01-01,male,15-19,overall,1459.6
2022-01-01,male,15-19,bumi_malay,815.1
2022-01-01,male,15-19,bumi_other,180.7
2022-01-01,male,15-19,chinese,284.1
2022-01-01,male,15-19,indian,88.4
2022-01-01,male,15-19,other_citizen,9.9
2022-01-01,male,15-19,other_noncitizen,81.3
2022-01-01,male,20-24,overall,1565.6
2022-01-01,male,20-24,bumi_malay,804.2
2022-01-01,male,20-24,bumi_other,166.2
2022-01-01,male,20-24,chinese,252.4
2022-01-01,male,20-24,indian,82.1
2022-01-01,male,20-24,other_citizen,11.2
2022-01-01,male,20-24,other_noncitizen,249.4
2022-01-01,male,25-29,overall,1553.9
2022-01-01,male,25-29,bumi_malay,706.6
2022-01-01,male,25-29,bumi_other,165.0
2022-01-01,male,25-29,chinese,245.2
2022-01-01,male,25-29,indian,79.7
2022-01-01,male,25-29,other_citizen,11.1
2022-01-01,male,25-29,other_noncitizen,346.3
2022-01-01,male,30-34,overall,1528.8
2022-01-01,male,30-34,bumi_malay,722.4
2022-01-01,male,30-34,bumi_other,158.1
2022-01-01,male,30-34,chinese,257.4
2022-01-01,male,30-34,indian,83.4
2022-01-01,male,30-34,other_citizen,13.3
2022-01-01,male,30-34,other_noncitizen,294.2
2022-01-01,male,35-39,overall,1464.2
2022-01-01,male,35-39,bumi_malay,723.8
2022-01-01,male,35-39,bumi_other,151.0
2022-01-01,male,35-39,chinese,279.6
2022-01-01,male,35-39,indian,88.0
2022-01-01,male,35-39,other_citizen,12.3
2022-01-01,male,35-39,other_noncitizen,209.5
2022-01-01,male,40-44,overall,1256.6
2022-01-01,male,40-44,bumi_malay,620.2
2022-01-01,male,40-44,bumi_other,122.6
2022-01-01,male,40-44,chinese,286.5
2022-01-01,male,40-44,indian,84.5
2022-01-01,male,40-44,other_citizen,8.2
2022-01-01,male,40-44,other_noncitizen,134.7
2022-01-01,male,45-49,overall,971.9
2022-01-01,male,45-49,bumi_malay,476.2
2022-01-01,male,45-49,bumi_other,97.9
2022-01-01,male,45-49,chinese,249.4
2022-01-01,male,45-49,indian,64.8
2022-01-01,male,45-49,other_citizen,6.1
2022-01-01,male,45-49,other_noncitizen,77.5
2022-01-01,male,50-54,overall,830.2
2022-01-01,male,50-54,bumi_malay,410.8
2022-01-01,male,50-54,bumi_other,89.5
2022-01-01,male,50-54,chinese,229.5
2022-01-01,male,50-54,indian,55.9
2022-01-01,male,50-54,other_citizen,4.6
2022-01-01,male,50-54,other_noncitizen,40.1
2022-01-01,male,55-59,overall,729.2
2022-01-01,male,55-59,bumi_malay,363.6
2022-01-01,male,55-59,bumi_other,77.3
2022-01-01,male,55-59,chinese,209.6
2022-01-01,male,55-59,indian,51.5
2022-01-01,male,55-59,other_citizen,4.1
2022-01-01,male,55-59,other_noncitizen,23.2
2022-01-01,male,60-64,overall,629.7
2022-01-01,male,60-64,bumi_malay,312.1
2022-01-01,male,60-64,bumi_other,63.5
2022-01-01,male,60-64,chinese,192.0
2022-01-01,male,60-64,indian,43.7
2022-01-01,male,60-64,other_citizen,3.5
2022-01-01,male,60-64,other_noncitizen,15.0
2022-01-01,male,65-69,overall,480.5
2022-01-01,male,65-69,bumi_malay,237.5
2022-01-01,male,65-69,bumi_other,51.7
2022-01-01,male,65-69,chinese,131.6
2022-01-01,male,65-69,indian,30.8
2022-01-01,male,65-69,other_citizen,3.2
2022-01-01,male,65-69,other_noncitizen,25.6
2022-01-01,male,70-74,overall,327.4
2022-01-01,male,70-74,bumi_malay,167.8
2022-01-01,male,70-74,bumi_other,32.4
2022-01-01,male,70-74,chinese,90.2
2022-01-01,male,70-74,indian,20.5
2022-01-01,male,70-74,other_citizen,2.3
2022-01-01,male,70-74,other_noncitizen,14.3
2022-01-01,male,75-79,overall,176.3
2022-01-01,male,75-79,bumi_malay,85.1
2022-01-01,male,75-79,bumi_other,18.8
2022-01-01,male,75-79,chinese,52.9
2022-01-01,male,75-79,indian,10.4
2022-01-01,male,75-79,other_citizen,1.2
2022-01-01,male,75-79,other_noncitizen,7.9
2022-01-01,male,80-84,overall,92.9
2022-01-01,male,80-84,bumi_malay,41.0
2022-01-01,male,80-84,bumi_other,10.9
2022-01-01,male,80-84,chinese,28.9
2022-01-01,male,80-84,indian,5.4
2022-01-01,male,80-84,other_citizen,0.6
2022-01-01,male,80-84,other_noncitizen,6.1
2022-01-01,male,85+,overall,67.2
2022-01-01,male,85+,bumi_malay,30.3
2022-01-01,male,85+,bumi_other,8.9
2022-01-01,male,85+,chinese,15.2
2022-01-01,male,85+,indian,3.8
2022-01-01,male,85+,other_citizen,0.5
2022-01-01,male,85+,other_noncitizen,8.5